wavelength,transmission_u,transmission_g,transmission_r,transmission_i,transmission_z,transmission_q
337.5,0.003328428,-3.33e-05,-5.48e-05,-8.73e-06,-0.000154275,0.000107992
338.0,0.005753614,-5.34e-05,6.98e-06,1.56e-05,-1.49e-05,0.000219523
338.5,0.002898109,6.52e-05,7.84e-06,-6.84e-06,0.000292963,0.000981693
339.0,0.002250138,2.84e-05,-4.98e-05,8.25e-06,-0.000115014,-0.000164922
339.5,0.007115294,1.67e-05,-5.94e-05,4.4e-05,-0.000170429,6.04e-06
340.0,0.01077603,-4.6e-05,-4.46e-05,4.55e-05,0.000417549,-5.38e-05
340.5,0.010153177,-6.97e-06,2.85e-05,-8.45e-06,-0.000359069,0.000709832
341.0,0.031442847,9.04e-05,0.000124645,6.18e-05,-0.000357808,-0.000600645
341.5,0.055910468,7.17e-05,1.74e-05,0.000115029,-0.000602185,-9.04e-05
342.0,0.037158959,3.22e-05,-3.34e-05,6.7e-05,-0.00035859,-0.000202965
342.5,0.009040918,-4.57e-05,2.27e-05,7.5e-05,-0.001007633,0.0002434
343.0,0.029443899,4.78e-06,7.14e-05,5.55e-05,-0.000247045,0.000303924
343.5,0.204100743,-2.56e-06,7.55e-05,-0.000144311,0.000623168,-0.000132266
344.0,0.357076824,6.22e-05,3.53e-05,8.49e-05,0.000201426,-5.43e-05
344.5,0.21967411,3.42e-05,4.01e-05,6.28e-05,-4.57e-06,-0.000553851
345.0,0.059123185,1.08e-05,8.05e-05,0.000142315,-0.00015649,0.000380511
345.5,0.133749053,-5.32e-05,-6.28e-05,-4.63e-05,0.000630767,0.001026859
346.0,0.607943952,6.8e-05,7.61e-05,8.62e-05,-4e-05,0.000150628
346.5,1.292667508,-3.04e-05,-6e-05,1.47e-06,0.000481815,8.28e-05
347.0,2.320175171,0.00010499,-5.79e-05,5.21e-06,-0.000472439,-0.000593054
347.5,9.058547974,-8.16e-05,3.29e-05,-5.68e-05,8.18e-05,-5.32e-05
348.0,25.9912529,0.000105915,-9.96e-06,3.49e-05,0.001010502,-0.000192651
348.5,47.31954193,1.87e-05,7.77e-05,4.02e-05,-0.000329414,-3.42e-05
349.0,62.88182831,-1.53e-05,0.000168035,-1.24e-05,-0.000749728,-0.000720491
349.5,71.99929047,9.36e-06,-2.31e-05,-0.000150584,-0.000928212,2.71e-05
350.0,79.49790955,2.72e-05,-1.7e-05,1.7e-06,0.000166377,0.000191562
350.5,87.23162842,2.51e-05,-1.03e-06,6.73e-07,0.000537522,5.53e-05
351.0,93.11162567,3.81e-05,7.15e-06,3.67e-05,0.000515681,8.12e-06
351.5,95.6595993,4.26e-06,2.2e-05,-1.48e-05,9.31e-05,0.000110394
352.0,95.74610901,6.83e-05,6.7e-06,3.58e-05,-0.000198805,3.92e-06
352.5,95.2973938,5.53e-05,1.68e-05,-1.98e-05,0.000130897,0.000137021
353.0,95.30337524,2.6e-05,9.93e-06,-1.83e-06,0.000228555,9.19e-05
353.5,95.94689941,4.85e-05,4.03e-06,2.97e-06,0.000192016,3.39e-05
354.0,96.14463806,3.17e-06,5.49e-05,2.54e-05,3.19e-05,8.97e-05
354.5,95.64387512,3.44e-05,6.22e-05,3.06e-05,9.4e-05,2.82e-05
355.0,95.47000885,2.32e-05,2.61e-05,1.62e-05,0.000121564,2.46e-05
355.5,95.57082367,2.49e-05,2.43e-05,2.4e-05,-3.93e-05,6.73e-05
356.0,96.1774826,1.91e-05,8.86e-06,3.95e-05,-6.73e-05,9.79e-05
356.5,96.59392548,6.27e-05,1.81e-05,8.66e-05,0.000103684,9.07e-05
357.0,96.91599274,1.82e-05,6.83e-06,1.48e-05,4.43e-05,4.18e-05
357.5,97.1001358,3.58e-05,6.95e-06,1.62e-05,4.21e-05,-6.55e-05
358.0,97.16746521,6.84e-05,2.82e-05,4.64e-05,-7.15e-05,-7.8e-05
358.5,97.24206543,4.48e-05,2.66e-05,1.86e-05,-3.73e-05,1.26e-05
359.0,97.33267212,2.62e-05,4.18e-05,3.03e-05,-4.2e-05,8.18e-05
359.5,97.26136017,4.64e-05,0.000123315,5.49e-06,9.71e-05,9.59e-06
360.0,97.05519104,2.22e-05,0.000262864,-2.44e-05,0.000155902,6.05e-05
360.5,96.69591522,-6.16e-06,0.000291017,3.74e-05,6.99e-06,0.000194617
361.0,96.66616058,4.46e-05,0.000174993,3.8e-05,0.00011809,0.000176869
361.5,96.85964203,5.52e-06,5e-05,1.99e-05,-9.08e-05,7.45e-05
362.0,97.0018158,3.6e-05,2.32e-05,8.37e-06,0.000179686,3.11e-05
362.5,97.3487854,3.87e-05,3.1e-05,1.23e-05,7.57e-05,1.59e-05
363.0,97.43234253,4.12e-05,2.48e-05,4.07e-05,0.000255773,3.02e-05
363.5,97.27292633,1.34e-05,2.25e-05,5.41e-05,0.000210819,0.000120246
364.0,97.21294403,1.69e-05,1.02e-05,5.65e-05,0.000218445,5.36e-05
364.5,97.30242157,4.16e-05,8.6e-06,2.26e-05,6.47e-05,7.3e-05
365.0,97.44451904,3.45e-05,1.07e-05,3.38e-07,0.000110182,0.000108846
365.5,97.48408508,4.34e-05,1.48e-05,-1.49e-05,5.1e-05,5.29e-05
366.0,97.47146606,3.79e-05,1.81e-05,9.27e-05,0.000186508,7.95e-05
366.5,97.50201416,2.98e-05,3.43e-05,0.000271354,0.001634394,7.95e-05
367.0,97.59228516,3.91e-05,3.07e-05,0.000857628,0.003327426,6.74e-05
367.5,97.72355652,3.89e-05,2.49e-05,0.0012317,0.002195537,0.000105616
368.0,97.5509491,3.21e-05,2.39e-05,0.000751155,0.001597313,-2.08e-05
368.5,97.67702484,1.3e-05,2.46e-05,0.000415407,0.002271233,6.68e-05
369.0,97.56216431,4.74e-05,1.19e-05,0.000347084,0.001946584,-3.27e-05
369.5,97.43796539,3.58e-05,6.93e-06,0.000120976,0.001014168,8.68e-05
370.0,97.396698,3.75e-05,-4.43e-06,2.32e-05,0.001050845,0.000167053
370.5,97.51335144,2.37e-05,5.37e-06,0.000134735,0.000894455,0.000246593
371.0,97.2999115,2.52e-05,1.51e-06,0.000202779,0.000519323,0.000111567
371.5,97.30194855,1.11e-05,3.03e-05,0.00036858,0.000100464,7.58e-05
372.0,97.27802277,1.01e-05,1.76e-05,0.000823451,0.000164006,8.89e-05
372.5,97.12650299,3.01e-05,2.99e-05,0.000753261,0.000142946,7.63e-05
373.0,97.17926788,3.05e-05,9.5e-06,0.000254842,0.000128793,8.19e-06
373.5,97.00030518,2.67e-05,1.14e-05,0.000233808,0.000156487,7.17e-05
374.0,97.2766037,4.18e-05,1.9e-05,0.000983546,0.000104068,6.19e-05
374.5,97.58569336,3.16e-05,-5.04e-07,0.001831103,-8.36e-05,6.66e-05
375.0,97.38327026,2.76e-05,4.82e-06,0.001750686,4.51e-05,8.86e-05
375.5,97.27750397,3.57e-05,2.57e-05,0.00080309,1.37e-05,3.94e-05
376.0,97.35618591,3.16e-05,2.39e-05,0.000296422,-4.26e-05,4.08e-05
376.5,97.58890533,2.22e-05,4.33e-05,0.000234518,2.76e-05,6.16e-05
377.0,97.46411133,2.76e-05,0.000440689,6.41e-05,-5.76e-05,-1.24e-05
377.5,97.29729462,1.81e-05,0.00193447,-3.3e-05,5.6e-05,3.34e-05
378.0,97.27406311,2.31e-05,0.002786505,-1.23e-06,-1.48e-05,7.09e-05
378.5,97.35180664,2.31e-05,0.001308051,-2.51e-05,9.49e-05,4.06e-06
379.0,97.1059494,3.23e-05,3.74e-05,-7.04e-06,-7.4e-06,4.91e-05
379.5,97.17615509,4.19e-05,1.53e-05,8.49e-06,8.53e-05,4.66e-05
380.0,97.07820129,2.01e-05,1.28e-05,-2.83e-05,3.12e-05,8.19e-05
380.5,97.21008301,1.83e-05,8.78e-06,6.1e-06,-3.99e-05,1.28e-05
381.0,97.07688141,2.49e-05,3.31e-05,1.15e-05,-1.85e-05,-7.24e-06
381.5,97.26768494,1.4e-05,1.33e-05,-8.06e-06,-7.92e-06,0.000114259
382.0,97.50018311,2.27e-05,6.64e-07,1.26e-05,-5.52e-06,-1.79e-05
382.5,97.25245667,3.17e-05,-5.3e-06,2.02e-05,3.19e-05,5.6e-05
383.0,97.0443573,2.99e-05,7.54e-06,-1.08e-06,-5.18e-05,-6.28e-05
383.5,97.21378326,3.99e-05,-1.11e-06,2.36e-05,1.45e-05,-4.42e-05
384.0,97.32997894,1.7e-05,1.81e-05,-2.78e-05,-2.63e-05,5.65e-05
384.5,97.10967255,2.3e-05,3.38e-05,-1.02e-05,2.05e-05,9.81e-05
385.0,96.73690033,2.32e-05,8.36e-05,-1.29e-05,-5.65e-05,9.88e-05
385.5,96.52076721,1.23e-05,8.79e-05,5.16e-07,-7.11e-05,6.06e-05
386.0,96.51200104,1.13e-05,5.12e-05,5.69e-06,-1.06e-05,8.86e-05
386.5,96.59908295,1.66e-05,5.61e-07,5.56e-06,5.83e-05,0.000126641
387.0,96.39517975,1.69e-05,2.45e-05,-1.75e-05,6.9e-05,9.33e-05
387.5,96.20129395,2.81e-05,3.96e-05,7.15e-06,1.43e-06,7.61e-05
388.0,96.26678467,1.61e-05,1.97e-05,6.06e-07,7.57e-05,4.43e-05
388.5,96.43447876,1.07e-05,4.9e-05,-5.37e-06,-1.85e-05,7.1e-05
389.0,96.4962616,3.88e-05,7.35e-05,7.83e-06,-4.43e-05,1.46e-05
389.5,96.2923584,1.32e-05,0.000218467,5.22e-06,-5.34e-06,5.85e-05
390.0,96.22103882,1.88e-05,0.000471123,-1.06e-05,7.91e-05,7.43e-05
390.5,96.3065033,2.48e-05,0.000431703,-1.99e-06,-2.65e-05,4.72e-05
391.0,96.34725952,1.96e-05,0.00014996,6.08e-06,-9.56e-06,5.88e-05
391.5,96.22906494,1.44e-05,3.23e-06,1.47e-05,1.62e-05,3.84e-05
392.0,96.25125885,3.46e-05,7.11e-05,-8.31e-06,6.96e-05,8.14e-05
392.5,96.24131012,2e-05,0.000269207,-2.58e-06,-5.1e-05,3.84e-05
393.0,96.48899078,1.84e-05,0.000292782,-1.65e-05,3.55e-05,4.5e-06
393.5,96.49060059,2.34e-05,0.000143878,-1.03e-05,-3.53e-05,5.08e-05
394.0,96.55510712,2.35e-05,4.15e-05,-9.37e-06,2.26e-05,3.29e-05
394.5,96.5390625,1.94e-05,8.02e-05,3.73e-06,4.05e-05,3.25e-05
395.0,96.58204651,2.49e-05,0.000102723,-3.52e-06,-4.36e-05,7.85e-05
395.5,96.61270905,1.43e-05,3e-05,7.52e-06,4.03e-05,-1.79e-05
396.0,96.73007965,1.25e-05,-4.95e-06,-4.73e-06,-4.46e-05,4.09e-05
396.5,96.6717453,2.37e-05,-8.17e-06,-3.86e-06,9.49e-05,3.67e-05
397.0,96.70948029,2.3e-05,1.72e-05,6.3e-06,2.11e-05,2.43e-05
397.5,96.73208618,3.05e-05,3.32e-05,-3.16e-06,8.36e-05,9.56e-05
398.0,96.80479431,3.1e-05,0.000110286,-1.24e-05,-2.19e-05,1.24e-05
398.5,96.58731842,2.91e-05,0.000123448,-1.03e-05,-1.06e-05,5.57e-05
399.0,96.45774078,2.93e-05,6.55e-05,2.94e-05,-3.73e-05,-3.14e-05
399.5,96.53610992,7.73e-05,6.75e-05,-3.66e-06,8.98e-05,8.18e-05
400.0,96.5750885,0.000111093,8.94e-05,-2.91e-06,5.37e-05,4.82e-05
400.5,96.43223572,9.06e-05,2.57e-05,7.26e-07,3.96e-05,2.03e-05
401.0,96.53208923,0.000411111,4.17e-06,1.03e-05,5.82e-05,1.96e-05
401.5,96.69597626,0.000700351,1.22e-05,4.78e-06,9.73e-06,2.06e-05
402.0,96.82818604,0.001335104,0.000258386,5.51e-05,1.8e-05,4.32e-05
402.5,96.79551697,0.002513331,0.000653684,0.000488221,1.53e-05,-8.48e-06
403.0,96.70132446,0.002144493,0.000632656,0.000878506,-3.07e-05,4.73e-07
403.5,96.10578918,0.002279004,0.000255497,0.000616743,-3.64e-05,-2.21e-05
404.0,95.30284119,0.017728141,2.19e-05,0.000117646,7.3e-06,4.19e-05
404.5,95.08237457,0.03264394,8.79e-06,4.73e-05,-4.07e-05,1.4e-05
405.0,94.88681793,0.084589273,-2.61e-07,2e-05,-2.21e-05,5.28e-05
405.5,94.2482605,0.158129066,1.55e-05,7.44e-06,3.63e-05,4.37e-05
406.0,93.24800873,0.12639977,2.19e-05,-2.74e-06,6.38e-05,9.51e-05
406.5,91.39272308,0.243275821,2.98e-05,-1.2e-06,4.39e-05,5.49e-05
407.0,84.31523895,0.46405679,9.8e-05,-2.11e-05,9.46e-05,1.53e-05
407.5,65.75337982,0.347466409,0.000137468,1.1e-05,2.54e-05,2.85e-05
408.0,37.04807281,0.30605036,6.86e-05,5.6e-06,2.68e-05,3.08e-05
408.5,10.01197433,0.564682782,3.11e-05,5e-06,-4.47e-06,6.29e-05
409.0,4.255992413,0.773546219,5.29e-05,1.46e-05,6.04e-05,2.62e-05
409.5,1.118570447,1.593402743,8.14e-05,-8.74e-06,6.2e-05,4.57e-05
410.0,0.252920181,5.80048418,3.36e-05,-1.68e-05,0.000211098,6.73e-05
410.5,0.040927734,21.91726494,1.18e-05,6.27e-06,0.000243827,5.85e-05
411.0,0.006612604,50.02733612,3.66e-05,1.75e-06,0.0001342,5.42e-05
411.5,0.001404689,74.89526367,5.8e-05,1.47e-06,5.21e-05,2.31e-05
412.0,0.000358503,87.8573761,4.33e-05,7.94e-07,1.54e-05,3.63e-05
412.5,0.000178224,92.13062286,4.48e-05,-4.03e-06,2.65e-05,3.44e-06
413.0,-1.39e-05,92.49095917,4.4e-05,3.1e-06,3.32e-05,2.8e-05
413.5,-2.16e-05,93.28825378,1.82e-05,-2.24e-06,3.5e-05,2.24e-05
414.0,-1.21e-05,94.6018219,6.77e-06,3.65e-05,0.001236793,5.03e-05
414.5,-4.27e-05,95.30754852,-7.32e-06,4.86e-05,0.009992898,4.78e-05
415.0,2.38e-05,95.05271912,2.07e-06,5.29e-05,0.01564605,2.46e-05
415.5,3.04e-05,95.67645264,1.78e-05,3.39e-05,0.007676488,7.07e-05
416.0,4.76e-05,96.82720184,3.12e-05,1.32e-05,0.000281085,0.000124023
416.5,1.19e-05,97.58867645,6.61e-05,0.000138002,8.51e-05,0.000169388
417.0,3.1e-05,96.77739716,4.97e-05,0.000904871,1.9e-05,0.000146371
417.5,-1.81e-05,95.93012238,1.43e-05,0.001787009,1.74e-05,6.75e-05
418.0,-8.15e-06,96.56938171,1.25e-06,0.001397704,-3.71e-05,0.00014651
418.5,-1.04e-05,97.32367706,6.72e-06,0.000382928,6.12e-05,0.000175156
419.0,-8.08e-07,97.0247345,1.77e-06,4.65e-05,-5.6e-06,9.57e-05
419.5,4.9e-05,95.90274048,3.78e-05,1.38e-05,3.79e-05,9.02e-05
420.0,5.46e-05,95.72187042,0.000202544,5.51e-06,6.32e-05,0.000107709
420.5,6.62e-05,96.48547363,0.000623076,1.37e-05,3.38e-06,0.000128753
421.0,7.23e-05,96.8714447,0.000853211,2.57e-05,-1.03e-05,7.12e-05
421.5,3.04e-05,96.64128113,0.000542614,1.4e-05,4.27e-06,-6.41e-06
422.0,5.81e-05,96.40331268,0.000140353,8.4e-06,-7.41e-06,1.92e-05
422.5,0.0001797,96.33422089,2.08e-05,5.41e-06,-1.72e-05,2.35e-05
423.0,0.000304586,97.02877808,6.98e-05,-8.05e-06,-2.24e-05,5.57e-05
423.5,0.000384133,97.57092285,0.000113895,-1.57e-06,-3.65e-05,6.66e-05
424.0,0.000250756,97.64875031,6.85e-05,-8.18e-06,3.75e-06,3.57e-05
424.5,0.000190857,97.15354156,3.31e-05,-8.02e-07,-1.55e-05,-6.05e-06
425.0,0.000206647,96.86406708,1.24e-05,2.11e-06,2.43e-05,4.53e-05
425.5,0.000367097,97.33129883,1.92e-05,7.44e-06,3.25e-05,0.000131715
426.0,0.000476132,97.62479401,1.5e-05,-2.53e-06,6.64e-06,0.000988045
426.5,0.000498047,97.60194397,1.09e-05,5.54e-06,3.5e-05,0.00184741
427.0,0.000340429,97.24456787,2.82e-05,1.34e-05,-1.41e-05,0.000988974
427.5,0.000235575,97.19514465,6.36e-05,5.1e-08,-8.81e-06,9.38e-05
428.0,0.000164238,97.56449127,0.000113187,1.37e-06,-1.95e-05,-1.48e-05
428.5,0.000235685,97.8939743,6.19e-05,2.73e-05,6.26e-05,7.38e-05
429.0,0.000298204,97.68108368,6.38e-05,3.17e-05,6.93e-05,0.000120674
429.5,0.000271654,97.57837677,0.000104465,2.05e-05,7.64e-06,0.000364876
430.0,0.000194461,97.39906311,0.000114543,1.51e-05,4.12e-05,0.000420986
430.5,0.000232135,97.44926453,5.75e-05,8.09e-06,2.57e-05,0.000215832
431.0,0.000280271,97.92108917,4.68e-05,-7.71e-06,-1.98e-06,0.000178991
431.5,0.00036542,98.08705139,8.32e-05,-1.33e-06,-2.61e-05,0.00054849
432.0,0.000404081,97.98163605,0.000169511,6.44e-06,2.64e-05,0.001061426
432.5,0.000248914,97.93628693,0.000167807,-1.22e-05,-3.37e-06,0.001031443
433.0,0.000118146,98.02220154,7.53e-05,1.57e-06,6.7e-05,0.00179464
433.5,6.55e-05,98.20888519,5.32e-05,6.77e-06,0.000207386,0.004765542
434.0,6.56e-05,98.38201141,0.000118989,1.45e-05,0.000172129,0.006847164
434.5,7.51e-05,98.25683594,0.000119731,5.76e-06,8.88e-05,0.006721288
435.0,9e-05,98.30482483,5.49e-05,-3.56e-07,7.25e-05,0.017035414
435.5,5.03e-05,98.29695892,1.06e-05,1.51e-05,6.01e-05,0.05112901
436.0,6.36e-05,98.17512512,-4.43e-06,5.73e-06,7.83e-05,0.072712861
436.5,1.97e-05,98.28916931,-2.19e-06,2.31e-05,6.66e-06,0.058136463
437.0,1.75e-05,98.48927307,1.53e-05,2.26e-05,-1.05e-05,0.086447097
437.5,2.58e-05,98.48799133,8.96e-06,2.97e-06,-2.03e-05,1.001843691
438.0,1.09e-05,98.55508423,1.62e-05,-9.95e-06,-7.93e-06,4.186349392
438.5,-2.59e-06,98.29589844,2.04e-05,6.26e-06,1.32e-05,7.717741966
439.0,6.47e-06,97.8214035,2.15e-05,-1.97e-05,4.82e-05,13.79139423
439.5,8.55e-06,97.93247223,1.61e-05,-4.81e-06,3.61e-05,28.40459442
440.0,2.02e-05,98.40818787,3.88e-05,-1.47e-05,1.67e-07,42.56302643
440.5,0.000104125,98.47660065,5.62e-05,-5.87e-06,3.63e-05,54.3607254
441.0,0.000467773,98.54759979,2.35e-05,-2.54e-07,3.72e-05,74.35912323
441.5,0.001013688,98.56275177,-5.86e-06,1.87e-05,-3.61e-05,91.27684784
442.0,0.00144686,98.41759491,2.57e-07,5.98e-05,-3.02e-05,94.06947327
442.5,0.001525628,98.32025909,3.65e-05,0.000111401,7e-06,90.08483124
443.0,0.001160011,98.64645386,8.93e-05,6.04e-05,4.25e-05,88.45310974
443.5,0.000629114,98.64824677,0.000114646,1.91e-05,0.000154473,92.27826691
444.0,0.000253598,98.68206787,6.75e-05,9.62e-06,0.000218283,96.6115799
444.5,0.000157287,98.74187469,2.89e-05,8.44e-05,0.000151811,98.0633316
445.0,0.000134429,98.51269531,-3.92e-06,0.0001442,5.87e-05,97.85002136
445.5,0.000156845,98.46794891,9.61e-06,0.000159177,5.21e-06,97.02191162
446.0,0.000243858,98.64627075,3.97e-06,0.0001123,-1.83e-05,96.66673279
446.5,0.000424525,98.76928711,3.74e-06,5.74e-05,-2.62e-05,97.12075043
447.0,0.000509847,98.7216568,1.93e-05,2.6e-05,-3.09e-05,96.84301758
447.5,0.000476202,98.818573,2.55e-05,1.88e-05,-5.67e-06,96.61201477
448.0,0.000336088,98.65950012,2.32e-05,7.13e-06,3.33e-05,97.37030029
448.5,0.000157592,98.63811493,2.14e-05,4.79e-06,1.71e-05,97.94878387
449.0,7.1e-05,98.61218262,1.55e-05,-3.6e-07,2.51e-05,97.75640869
449.5,4.47e-05,98.44498444,-1.91e-06,6.8e-07,9.66e-06,97.91300964
450.0,5.41e-05,98.47396088,-2.22e-06,-9.84e-06,4.66e-05,97.75717926
450.5,4.63e-05,98.56127167,-1.25e-06,1.04e-06,5.74e-05,97.39533997
451.0,6.26e-05,98.62509155,1.78e-06,-3.62e-06,1.31e-05,97.51943207
451.5,5.74e-05,98.45275879,1.89e-05,-4.7e-06,2.54e-05,97.94747162
452.0,5.11e-05,98.23756409,1.95e-05,2.1e-05,5.59e-06,97.41316986
452.5,1.56e-05,98.17593384,9.6e-06,1.99e-05,-1.33e-07,97.15596771
453.0,9.46e-06,97.98151398,7.08e-06,8.72e-06,7.53e-06,97.69377899
453.5,1.08e-05,98.14331818,6.91e-06,9.75e-06,2.56e-05,98.07039642
454.0,2.61e-05,98.40247345,-1.66e-05,8.53e-06,2.35e-05,97.73735809
454.5,-1.74e-05,98.51688385,-9.95e-06,1.99e-07,3e-05,97.83568573
455.0,3.22e-05,98.54196167,5.61e-06,5.54e-06,1.52e-05,97.96307373
455.5,2.45e-05,98.35056305,2.65e-05,2.05e-05,5.07e-06,97.32167816
456.0,4.48e-06,98.06475067,4.42e-05,3.5e-05,-2.87e-05,96.91558075
456.5,2.71e-05,97.97272491,6.96e-05,6.13e-05,-3.31e-06,97.39614105
457.0,4.61e-05,98.29589844,2.16e-05,0.000162579,2.14e-05,97.93940735
457.5,3.59e-05,98.65585327,9.13e-06,0.000282335,4.63e-06,97.53648376
458.0,2.35e-05,98.73643494,1.32e-06,0.000220122,-2.47e-06,97.38692474
458.5,3.65e-05,98.71611786,1.85e-05,7.02e-05,1.86e-05,97.86287689
459.0,1.01e-05,98.5361557,5.11e-05,1.41e-06,7.01e-06,97.78983307
459.5,3.1e-05,98.15018463,9.06e-05,2.85e-06,4.01e-05,97.37710571
460.0,8.89e-06,97.90013123,3.63e-05,1.81e-05,-6.12e-06,97.49005127
460.5,2.61e-05,98.29994202,1.13e-05,3.56e-05,1.4e-05,98.12243652
461.0,1.67e-05,98.55630493,2.83e-05,5.23e-05,1.55e-05,97.98013306
461.5,2.84e-05,98.7713089,2.15e-05,6.16e-05,9.81e-06,97.74669647
462.0,1.57e-05,98.77475739,1.64e-05,0.000113431,3.55e-05,98.01208496
462.5,1.43e-06,98.52261353,1.53e-05,0.000177768,2.84e-05,98.01465607
463.0,4.84e-06,98.17151642,1.06e-05,0.000137499,6.63e-06,97.63634491
463.5,-5.43e-06,97.83841705,1.1e-06,5.07e-05,3.88e-05,97.17301941
464.0,-6.87e-06,97.86548615,-4.72e-06,4.42e-05,5.21e-05,97.6590271
464.5,1.26e-05,98.05095673,8.11e-06,2.99e-05,9.18e-05,98.15375519
465.0,2.93e-06,98.28050995,5.15e-06,1.29e-05,3.81e-05,97.98377228
465.5,4.39e-05,98.61830139,1.19e-05,6.58e-06,-1.54e-05,97.55292511
466.0,4.15e-05,98.60754395,2.1e-05,5.52e-06,2.16e-05,97.56695557
466.5,9.8e-05,98.4228363,2.77e-05,3.18e-05,5.45e-05,97.57587433
467.0,0.00010816,97.95612335,-2.59e-06,5.64e-05,0.00016041,97.36964417
467.5,0.00010849,97.51798248,8.87e-06,0.000170265,0.000305615,97.46541595
468.0,7.57e-05,97.21871185,-1.68e-06,0.000368513,0.000350082,98.05452728
468.5,3.1e-05,97.12050629,6.1e-06,0.000411842,0.000220284,98.35406494
469.0,2.97e-05,97.7771225,5.03e-06,0.000246095,4.15e-05,97.95519257
469.5,4.25e-06,98.33895111,8.31e-06,7.24e-05,-8.69e-06,97.58699799
470.0,1.99e-05,98.7868576,1.64e-05,2.28e-05,-1.44e-06,97.68174744
470.5,2.18e-05,98.7742157,4.41e-06,-2.05e-07,7.51e-06,97.7281723
471.0,2.86e-05,98.44250488,1.23e-06,5.42e-06,5.64e-06,97.25912476
471.5,4.38e-05,97.88983917,-3.19e-07,9.4e-07,3.53e-05,96.95871735
472.0,0.000114074,97.35179901,9.08e-07,1.01e-05,9.34e-05,97.50296783
472.5,4.46e-05,97.30580139,6.37e-06,1.86e-05,0.000143637,98.23521423
473.0,2.86e-05,97.56563568,4.78e-06,-3.91e-06,0.000128939,98.53681946
473.5,2.55e-05,97.87345886,4.96e-06,6.86e-06,0.000153823,98.20119476
474.0,-1.99e-05,98.04016113,4.22e-05,2.29e-05,0.001564743,97.74462128
474.5,-2.1e-05,98.29277039,5.56e-05,3.11e-05,0.004806372,97.23299408
475.0,4.95e-06,98.41574097,1.92e-05,0.000104272,0.005397389,96.4458313
475.5,9.74e-06,98.30838776,2.05e-06,0.000218771,0.0021116,96.17492676
476.0,1.01e-05,98.24186707,4.6e-06,0.000370298,0.000120901,96.81015778
476.5,1.27e-05,98.03116608,-3.59e-06,0.000641727,3.44e-05,97.61379242
477.0,1.9e-05,97.86777496,1.64e-05,0.000602022,4.88e-05,98.03876495
477.5,2.19e-05,97.59858704,1.05e-05,0.000285057,3.65e-05,98.19644928
478.0,1.9e-05,97.81342316,5.05e-06,3.81e-05,6.22e-05,98.38059235
478.5,4.3e-05,98.16622925,1.58e-05,-5.59e-07,8.44e-05,98.5218811
479.0,6.46e-05,98.49814606,1.21e-05,-8.64e-06,9.82e-05,98.28768158
479.5,0.000151045,98.53718567,1.2e-05,-8.41e-06,9.17e-05,97.77490997
480.0,0.000326255,98.63285065,5.98e-06,1.47e-05,5.07e-05,97.49948883
480.5,0.000372898,98.57247162,4.12e-05,-5.72e-06,0.000112946,97.57846832
481.0,0.000204337,98.22598267,0.000355426,-1.08e-05,0.000239477,97.61699677
481.5,0.00010177,97.97538757,0.000652061,2.9e-06,0.000183664,97.46433258
482.0,6.36e-05,97.88847351,0.000391229,-3.63e-06,4.9e-05,97.59156799
482.5,4.22e-05,97.65712738,5.53e-05,2.28e-06,7.8e-06,97.95576477
483.0,3.98e-06,97.49988556,7.16e-06,4.61e-06,1.79e-05,98.21756744
483.5,3.06e-05,97.6809845,2.81e-05,-9.1e-06,1.72e-05,98.08207703
484.0,1.37e-05,97.81223297,2.07e-05,3.76e-06,4.44e-06,97.82073212
484.5,4.13e-05,98.00789642,2.7e-05,4.57e-05,-1.59e-05,97.89517975
485.0,2.18e-05,98.04708099,2.99e-05,0.00013897,-1.27e-06,98.11225891
485.5,2.19e-05,98.28923035,7.88e-06,0.000167679,-3.88e-07,97.83664703
486.0,4.07e-05,98.57694244,8.01e-06,8.48e-05,1.12e-05,97.47531128
486.5,3.06e-05,98.71048737,5e-06,7.74e-06,8.4e-06,97.29405975
487.0,2.69e-05,98.76140594,-6.8e-06,7.56e-06,2.38e-05,97.49236298
487.5,5.76e-05,98.65958405,1.79e-05,7.5e-06,-1.82e-05,97.80964661
488.0,2.66e-05,98.58718109,2.24e-05,1.81e-07,2.66e-06,97.93867493
488.5,4.66e-05,98.15190887,4.29e-05,4.45e-06,1.1e-05,98.0786438
489.0,8.66e-05,97.85525513,7.84e-05,1.51e-06,5.23e-06,98.26063538
489.5,0.000151726,97.62479401,9.38e-05,9.24e-06,1.16e-05,98.26196289
490.0,0.000174268,97.49195099,0.000119377,2.07e-06,-1.12e-05,98.18795013
490.5,0.00016447,97.43574524,0.000133127,-6.92e-06,-1.65e-05,97.85705566
491.0,0.000157257,97.55525208,4.61e-05,3.74e-06,9.71e-07,97.8197403
491.5,0.000140947,98.0275116,1.71e-05,-1.22e-05,2.51e-05,97.97200775
492.0,0.00018198,98.39659882,3.46e-05,3.05e-06,6.59e-05,98.01821136
492.5,0.000302572,98.45928192,4.06e-05,-7.22e-06,5.26e-05,97.78186798
493.0,0.000469079,98.71621704,9.08e-06,-3.96e-06,6e-05,97.54701233
493.5,0.000645847,98.81737518,1.6e-05,3.43e-06,7.69e-06,97.42063141
494.0,0.000800119,98.78675842,3.66e-06,-8.76e-07,3.69e-05,97.39459991
