wavelength,transmission_u,transmission_g,transmission_r,transmission_i,transmission_z,transmission_q
494.5,0.000814435,98.68119049,1.32e-05,2.05e-05,-5.02e-06,97.40185547
495.0,0.000734596,98.49929047,-6.34e-07,2.22e-05,6.97e-06,97.43075562
495.5,0.000519451,98.36942291,1.51e-05,5.33e-05,2.7e-05,97.51036835
496.0,0.000310082,98.26699066,5.27e-05,0.0001247,5.58e-06,97.59616852
496.5,0.000168514,98.13020325,0.000146905,0.000195681,8.81e-06,97.64116669
497.0,9e-05,97.90858459,0.000175704,0.000262267,2.94e-05,97.76985931
497.5,4.19e-05,97.92207336,0.000109679,0.000212857,3.55e-05,98.04026031
498.0,3.97e-05,98.05043793,5.49e-05,0.000102027,0.000191116,98.26210022
498.5,6.52e-05,98.26365662,1.26e-05,2.98e-05,0.000289512,98.29335785
499.0,2.01e-05,98.41059875,-3.81e-06,-4.86e-06,0.00010755,97.9963913
499.5,2.85e-05,98.57345581,5.15e-06,-7.52e-06,-1.97e-05,97.77458191
500.0,2.9e-05,98.71601105,-9.46e-07,-2.24e-06,1.06e-05,97.90888214
500.5,9.37e-05,98.72419739,9.47e-06,-5.24e-06,-9.47e-06,98.12577057
501.0,7.36e-05,98.75364685,4.41e-06,-2.36e-06,-2.21e-06,98.19878387
501.5,0.000114562,98.75776672,1.42e-05,-1.94e-06,1.12e-05,97.97969818
502.0,0.000135324,98.77017975,7.7e-06,-7.5e-06,1.28e-05,97.9802475
502.5,6.59e-05,98.6785202,3.7e-06,2.67e-06,2.6e-05,98.19929504
503.0,4.01e-05,98.56336975,4.71e-06,1.59e-06,4.34e-06,98.31043243
503.5,3.27e-05,98.40756226,4.78e-07,4.02e-06,3.94e-06,98.03923798
504.0,1.02e-06,98.1533432,-3.85e-06,-5.54e-06,-9.16e-07,97.51387024
504.5,-1.09e-05,98.03383636,1.25e-06,-1.08e-05,2.19e-05,97.39511108
505.0,1.43e-05,98.17199707,1.33e-05,-4.09e-06,2.84e-05,97.61281586
505.5,-1.74e-05,98.28594208,1.23e-05,1.31e-05,7.49e-05,97.94467163
506.0,2.84e-05,98.18719482,1.65e-05,3.33e-06,3.55e-05,97.51037598
506.5,7.83e-06,98.08748627,2.34e-05,9.76e-06,2.45e-05,96.89950562
507.0,1.24e-05,98.0298996,6.06e-06,-2.73e-06,6.86e-05,96.51904297
507.5,4.59e-05,98.14599609,6.79e-06,1.05e-05,0.000105693,96.91593933
508.0,5.8e-05,98.31460571,5.29e-06,4.28e-05,9e-05,97.49475861
508.5,8.16e-05,98.28874207,1.28e-05,0.000130724,6.07e-05,97.80136108
509.0,7.39e-05,98.22679901,-8.09e-06,0.000217625,1.33e-05,97.61621094
509.5,0.000523306,98.26628113,-3.55e-06,0.000211293,1.42e-05,97.53514862
510.0,0.002416212,98.29930115,3.4e-06,8.32e-05,7.54e-06,97.92201233
510.5,0.003623515,98.36102295,1.71e-05,6.62e-06,1.11e-06,98.4874115
511.0,0.001949317,98.30691528,1.5e-05,-1.21e-05,1.41e-05,98.63693237
511.5,0.000281431,98.34848022,1.16e-05,-4.44e-06,3.28e-05,98.35895538
512.0,3.7e-05,98.28186035,1.3e-05,6.55e-06,1.53e-05,98.20220184
512.5,2.77e-05,98.16507721,2.5e-05,-3.86e-06,1.26e-05,98.00447083
513.0,6.8e-06,97.97904205,3.31e-05,-5.02e-06,6.62e-06,97.84706879
513.5,1.9e-05,97.89468384,1.2e-05,1.29e-06,-8.28e-06,97.20614624
514.0,-1.5e-06,98.02114105,1.18e-05,2.68e-06,1.57e-05,96.34807587
514.5,1.13e-05,98.05931091,2.27e-05,2.48e-06,1.08e-05,95.83863831
515.0,1.01e-05,98.16332245,5.63e-05,-3.75e-06,2.68e-05,96.12076569
515.5,4.16e-05,98.21392059,8.64e-05,6.16e-07,3.68e-05,96.6940918
516.0,5.79e-05,98.20762634,0.000129566,-1.56e-06,5.22e-05,97.05112457
516.5,4.99e-05,98.21795654,6.68e-05,-2.14e-05,6.37e-05,96.82855988
517.0,7.64e-05,98.25777435,1.42e-05,3.43e-06,1.73e-05,96.51811981
517.5,2.12e-05,98.44309998,6.21e-06,-1.1e-07,-6.68e-06,96.65705109
518.0,3.6e-05,98.4786911,-3.69e-06,-5.8e-07,2.68e-05,97.22599792
518.5,2.91e-05,98.602211,7.55e-06,-7.45e-06,2.47e-05,97.80168915
519.0,1.67e-05,98.51261139,6.96e-06,4.75e-06,0.000129519,97.91036987
519.5,3.01e-05,98.53541565,1.25e-05,1.72e-05,0.000170295,97.81072235
520.0,2.23e-05,98.6171875,2.07e-05,6.62e-05,0.00010009,97.80853271
520.5,4.04e-05,98.45844269,2.03e-05,0.000146849,4.19e-05,98.0641098
521.0,1.54e-05,98.2378006,1.37e-05,0.000262001,-8.09e-06,98.15122223
521.5,1.1e-05,98.1390152,-5.43e-06,0.000235687,-5.28e-06,97.83802032
522.0,1.73e-05,98.20269775,-4.01e-06,0.000110507,8.62e-06,97.30303192
522.5,2.5e-05,98.07144165,2.73e-07,4.37e-05,2.22e-05,97.13538361
523.0,2.82e-05,97.95561218,9.42e-06,2.14e-06,9.83e-07,97.34679413
523.5,1.48e-05,97.75241852,9.58e-06,-9.69e-06,-5.22e-06,97.46586609
524.0,3.06e-05,97.75185394,4.63e-06,5.15e-06,-1.19e-05,97.00374603
524.5,2.85e-05,97.79825592,1.8e-05,1.35e-05,2.84e-05,96.3042984
525.0,1.31e-05,97.7614975,-7.58e-06,-1.91e-05,1.7e-05,95.94290161
525.5,4.21e-05,97.5796051,1.18e-05,3.58e-06,2.86e-05,96.60404968
526.0,0.000101749,97.69418335,1.53e-05,-2.18e-05,-4.31e-06,97.52702332
526.5,0.000227378,97.81652069,-1.26e-05,-2.29e-06,-2.51e-06,98.17834473
527.0,0.000418501,97.83187866,-7.33e-06,-1.79e-06,-2.25e-06,98.15556335
527.5,0.000525586,97.67591858,1.49e-05,5.56e-07,1.06e-05,97.7032547
528.0,0.0004462,97.55392456,9.9e-06,1.74e-05,-1.29e-06,97.58462524
528.5,0.000313774,97.65163422,1.61e-05,-6.42e-06,-2.01e-06,97.91743469
529.0,0.00026343,97.94881439,2.34e-05,6.68e-07,-1.98e-06,98.1830368
529.5,0.000312027,98.36484528,8.49e-06,1.66e-05,2.92e-05,97.97309113
530.0,0.000348699,98.37075806,1.07e-05,-1.38e-05,7.2e-05,97.58534241
530.5,0.000362622,98.17658997,-1.41e-06,-4.46e-07,3.59e-05,97.3186264
531.0,0.000405386,98.03961945,6.7e-06,1.01e-05,5.24e-05,97.67034149
531.5,0.00028862,98.03160095,-1.63e-06,3.86e-05,3.72e-05,98.07556152
532.0,0.000196924,98.18966675,9.36e-06,0.000124421,4.83e-06,98.26299286
532.5,0.000143476,98.32662201,2.38e-05,0.000239676,1.64e-05,98.06803131
533.0,0.00010521,98.45077515,5.22e-05,0.000198238,1.15e-06,97.74475861
533.5,8.49e-05,98.246315,6.91e-05,6.72e-05,-8.16e-06,97.64725494
534.0,7.38e-05,97.89273071,4.59e-05,-7.29e-06,2.04e-05,98.07807159
534.5,5.84e-05,97.80310059,1.25e-05,3.83e-07,5.7e-06,98.37078094
535.0,4.27e-05,97.87421417,1.04e-05,1.32e-06,3.44e-06,98.16925812
535.5,3.61e-06,98.0334549,1.49e-05,-8.59e-06,3.47e-06,97.48939514
536.0,4.75e-05,98.10227966,3.53e-05,4.23e-06,2.56e-05,97.14129639
536.5,1.25e-05,98.07202148,6.63e-05,-4.38e-06,7.84e-06,97.40436554
537.0,2.11e-05,98.1815033,0.000104388,-8.09e-06,1.84e-06,97.87631226
537.5,1.17e-05,98.29203033,0.000109391,-6.9e-06,3.21e-05,98.32318115
538.0,7.39e-05,98.05782318,8.41e-05,-3.8e-08,5.87e-05,98.29875183
538.5,0.00021991,97.72581482,8.11e-05,-4.55e-06,9.4e-05,97.84427643
539.0,0.000678187,97.81300354,8.95e-05,1.28e-06,7.12e-05,97.6149292
539.5,0.000842871,98.06244659,0.000135479,5.67e-06,7.28e-05,97.77948761
540.0,0.000473383,98.10251617,0.00016373,1.57e-05,0.000326066,98.19311523
540.5,0.000106617,97.88356781,0.000125777,7.45e-05,0.000496739,98.07292175
541.0,3.34e-06,97.70452881,8.02e-05,0.000318657,0.000274149,97.69152069
541.5,2.19e-05,97.85254669,7.46e-05,0.000643582,4.54e-05,97.23888397
542.0,-1.73e-06,98.01166534,8.38e-05,0.000566717,2.43e-05,97.30472565
542.5,2.27e-05,98.05925751,0.00015516,0.000142995,5.75e-06,97.56601715
543.0,3.9e-05,97.61690521,0.000308593,3.08e-06,2.58e-05,97.88420868
543.5,1.98e-05,96.80754852,0.000357478,-1.53e-06,5.84e-05,97.66766357
544.0,1.26e-05,95.58547211,0.000209581,-7.42e-06,0.000105993,97.28705597
544.5,1.59e-05,95.11024475,8.95e-05,-1.06e-05,0.000108861,96.82572937
545.0,2.72e-05,95.86087799,7.13e-05,2.87e-06,0.000143088,97.16595459
545.5,-6.53e-06,96.63948059,6.55e-05,-3.9e-06,6.74e-05,97.66447449
546.0,-3.47e-06,95.49266052,0.00010242,-7.93e-06,3.29e-05,98.14505005
546.5,3.5e-06,93.79111481,0.000219039,-6.74e-06,3.99e-05,98.01288605
547.0,-5.28e-06,94.01725006,0.000319456,8.63e-06,1.26e-05,97.52790833
547.5,4.74e-05,94.13790894,0.000212193,-3.59e-06,7.6e-05,97.1723938
548.0,1.8e-05,88.57485962,7.75e-05,-2.72e-06,6.05e-05,97.3922348
548.5,2.19e-06,71.84825134,2.32e-05,-1.59e-06,4.13e-05,97.85612488
549.0,-1.74e-05,45.54245758,1.53e-05,-7.98e-06,3.28e-05,98.23703766
549.5,-1.69e-05,15.5120821,1.23e-05,-5.64e-06,3.34e-06,98.04570007
550.0,-2.34e-06,7.115087032,2.24e-05,4.03e-06,1.58e-05,97.60623932
550.5,8.77e-06,2.653044939,3.03e-05,-3.12e-06,-1.13e-05,97.37138367
551.0,2.41e-05,1.23069489,2.33e-05,-1.56e-06,-9.33e-07,97.44345856
551.5,2.14e-05,0.600600481,3.1e-05,1.05e-06,1.53e-05,97.91210175
552.0,2.38e-05,0.259624034,2.14e-05,-6.13e-06,1.79e-05,98.21718597
552.5,2.91e-05,0.098371066,1.9e-05,-9.84e-06,3.98e-06,98.1102829
553.0,7.85e-06,0.038828135,2.65e-05,-4.18e-06,1.79e-05,97.80998993
553.5,-1.12e-06,0.017723726,4.43e-05,-6.78e-06,1.97e-05,97.4877243
554.0,4.41e-05,0.010217299,7.86e-05,-1.42e-05,1.47e-05,97.57853699
554.5,1.58e-05,0.007134147,0.000131972,5.73e-06,2.12e-06,97.97138977
555.0,2.63e-05,0.005706467,0.000266796,5.66e-06,9.89e-06,98.0811615
555.5,1.57e-05,0.004679746,0.000574279,-1.67e-05,-9.39e-06,97.67706299
556.0,1.64e-05,0.003438779,0.001487002,-1.47e-06,3.39e-05,96.99830627
556.5,-2.19e-05,0.002189454,0.004505849,-3.71e-06,-2.53e-06,96.75089264
557.0,2.55e-05,0.001292838,0.014987107,-1.44e-06,-6.57e-06,96.86270905
557.5,1.94e-05,0.00078793,0.048812576,7.92e-07,-5.19e-06,97.28115082
558.0,5.72e-05,0.00059129,0.13758947,-9.2e-06,7.34e-06,97.62645721
558.5,0.00011381,0.000478043,0.305558592,-3e-06,7.24e-06,97.57681274
559.0,0.000404006,0.000499804,0.607322216,-4.35e-06,-7.3e-06,97.02084351
559.5,0.001277978,0.000611007,1.265419126,-8.96e-06,-3.95e-06,96.73873138
560.0,0.00206926,0.000913484,3.109637499,-1.49e-06,1.58e-05,96.70962524
560.5,0.001360361,0.001384872,8.695883751,-3.09e-06,0.000259439,97.17507172
561.0,0.00038505,0.001685755,22.93065071,-3.57e-06,0.000723125,97.53160095
561.5,0.000137743,0.001398433,48.56520462,-5.52e-06,0.000749446,97.86508942
562.0,5.69e-05,0.001027495,75.21292114,-5.13e-06,0.000265781,97.6992569
562.5,3.98e-05,0.000815438,91.83769226,-4.67e-06,1.1e-05,97.42828369
563.0,1.96e-05,0.000838944,97.34027863,-5.94e-06,1.41e-05,97.40216827
563.5,2.33e-05,0.001154365,97.3742218,-1.14e-05,-1.58e-05,97.80776215
564.0,2.9e-05,0.001695533,96.64820099,-1.02e-05,-2.18e-05,98.16643524
564.5,-9.95e-06,0.001795461,96.55911255,-3.61e-06,-2.94e-05,98.29710388
565.0,-4.85e-06,0.001318968,96.79111481,-1.26e-06,3.65e-06,98.16439819
565.5,2.86e-05,0.000683073,97.40024567,6.84e-06,1.34e-05,98.02843475
566.0,-2.64e-06,0.000366413,98.06993866,-7.5e-06,9.8e-06,98.00353241
566.5,3.15e-05,0.000272243,98.5561142,-2.95e-06,-5.78e-06,98.11420441
567.0,4.59e-07,0.000307632,98.83621979,-7.78e-06,2.39e-05,98.44953918
567.5,-1.04e-05,0.000484183,99.00092316,-4.13e-06,4.59e-06,98.29168701
568.0,2.38e-05,0.000777405,99.05654907,-1.4e-08,1.19e-05,97.95613098
568.5,2.79e-05,0.000949424,99.04429626,-1.59e-05,5.66e-06,97.49215698
569.0,2.73e-05,0.000815212,98.88612366,-4.27e-06,5.02e-06,97.25803375
569.5,2.25e-05,0.00045672,98.72463989,-1.25e-05,-7.4e-06,97.4015274
570.0,-1.83e-05,0.000271055,98.4420929,-9.91e-07,-3.4e-05,97.77976227
570.5,4.34e-06,0.000291462,98.34963226,5.59e-06,8.13e-06,98.02015686
571.0,3.65e-05,0.000384012,98.39761353,-5.17e-06,-1.36e-05,97.9026413
571.5,9.61e-06,0.0005007,98.54116821,-6.45e-06,-3.03e-06,97.47888947
572.0,3.26e-05,0.000442896,98.55632019,-1.69e-05,1.18e-05,97.14974976
572.5,2e-05,0.00029553,98.4462204,5.6e-07,2.86e-05,97.10105133
573.0,2e-05,0.000146259,98.40647125,-1.9e-05,1.24e-05,97.30700684
573.5,1.28e-05,0.000105564,98.50937653,-1.96e-05,3.76e-05,97.76184845
574.0,2.03e-05,0.000158173,98.51654053,-5.33e-06,-2.6e-06,97.87271118
574.5,1.22e-05,0.000220031,98.70456696,-1.18e-05,2.96e-05,97.74401855
575.0,3.21e-05,0.00031571,98.93121338,-2.47e-06,1.15e-05,97.51768494
575.5,5.94e-05,0.000312126,98.8891449,2.31e-05,2.64e-05,97.22815704
576.0,0.000171179,0.000188704,98.98799133,-1.34e-05,-5.72e-06,97.36119843
576.5,0.000420035,7.44e-05,98.96569824,-6.09e-06,1.33e-05,97.5163269
577.0,0.000670031,5.03e-05,98.98983765,-7.88e-06,2.6e-05,97.6516037
577.5,0.000620552,4.82e-05,99.03118896,-1.65e-05,-1.77e-05,97.44280243
578.0,0.000357268,6.84e-05,98.94944,-4.18e-06,1.69e-05,97.0136795
578.5,0.00018764,9.62e-05,98.87770081,-9.2e-06,1.37e-05,96.72904968
579.0,0.000138647,0.000129642,98.87033081,-1.17e-05,-5.58e-06,96.7204361
579.5,9.68e-05,0.000121458,98.89672089,9.5e-06,-4.89e-06,97.14416504
580.0,8.29e-05,8.9e-05,98.87191772,-8.63e-06,1.56e-05,97.5450592
580.5,9.8e-05,5.86e-05,98.97967529,8.5e-06,1.91e-05,97.76037598
581.0,0.0001252,4.46e-05,99.04678345,1.44e-06,1.32e-05,97.50431824
581.5,0.000160132,6.38e-05,99.0020752,-5.15e-06,2.05e-05,97.0690918
582.0,0.000242493,0.000143618,98.92290497,-3.9e-06,2.35e-05,96.78765869
582.5,0.000394675,0.000213525,98.95819092,-7.21e-06,3.31e-05,96.93795013
583.0,0.000631613,0.000251126,98.94125366,-1.64e-05,1.1e-05,97.44569397
583.5,0.000959669,0.000184369,98.85604095,-4.54e-06,2.3e-05,98.07345581
584.0,0.00119424,0.000117938,98.87482452,-1.13e-05,1.39e-05,98.09490967
584.5,0.001158015,6.98e-05,98.87564087,-4.18e-06,-6.08e-06,97.92173004
585.0,0.000965973,0.000104357,98.79055023,2.33e-05,2.51e-05,97.6570816
585.5,0.000758657,9.12e-05,98.76374054,7.09e-07,4.3e-06,97.38858795
586.0,0.000561442,0.000131628,98.92150879,5.34e-06,-5.94e-06,97.51271057
586.5,0.000429624,0.000177865,99.00162506,1.23e-05,1.1e-05,97.77204132
587.0,0.000337966,0.000166392,98.99781799,2.25e-06,-4.76e-05,98.03955841
587.5,0.000250765,0.000161086,99.01378632,-1.79e-05,2.29e-05,98.02944183
588.0,0.000215976,0.00012021,99.05665588,-1.28e-05,1.08e-05,97.77505493
588.5,0.00016156,8.97e-05,98.94799805,-2.7e-06,1.67e-05,97.42500305
589.0,0.000144723,0.000107305,99.01020813,-1.44e-05,1.03e-05,97.33872223
589.5,0.000116401,0.000128425,98.99807739,-4.81e-06,1.83e-06,97.54855347
590.0,8.98e-05,0.000185556,99.03069305,2.86e-06,-9.51e-06,97.87454224
590.5,8.55e-05,0.000183971,99.04956818,8.29e-07,2.34e-06,98.0557251
591.0,9.19e-05,0.000157157,99.04434204,1.66e-05,1.26e-05,97.86131287
591.5,8.68e-05,0.000116912,99.0171814,6.22e-06,7.03e-06,97.72092438
592.0,0.000111377,5.79e-05,98.91139221,4.66e-06,3.28e-06,97.40623474
592.5,0.000155156,4.23e-05,98.92372131,-2.93e-05,1.3e-05,97.46099091
593.0,0.000165109,5.02e-05,98.92412567,-1.24e-05,1.18e-05,97.67495728
593.5,0.000214642,7.89e-05,98.90805817,-1e-05,3.94e-06,98.04706573
594.0,0.000312102,0.000104937,98.99971008,-9.84e-06,-2.51e-05,98.19541931
594.5,0.00044797,0.000150356,98.98394012,2.79e-08,5.34e-06,98.03147888
595.0,0.000744041,0.000164945,98.92733002,-1.55e-05,-2.24e-07,97.61151123
595.5,0.001188411,0.000155273,98.9161911,8.85e-06,9.37e-06,97.40225983
596.0,0.001709456,0.000100956,98.9260025,3.26e-06,-2.49e-06,97.49520874
596.5,0.001955447,6.36e-05,98.9859848,1.02e-05,1.84e-05,97.77351379
597.0,0.001690978,5.08e-05,99.01348114,1.16e-05,-1.49e-05,98.06513214
597.5,0.001321945,4.42e-05,99.00048828,-3.3e-06,5.14e-06,98.25035858
598.0,0.000944874,6.7e-05,98.98863983,-1.87e-05,-4.7e-06,98.00886536
598.5,0.000808758,5.08e-05,98.98774719,-3.31e-06,1.29e-05,97.69413757
599.0,0.000681349,4.22e-05,98.92274475,4.46e-07,7.69e-06,97.40875244
599.5,0.000598627,4.04e-05,98.92922974,-2e-06,1.98e-05,97.44203949
600.0,0.00055712,3.62e-05,99.03483582,-3.82e-06,-6.34e-06,97.73569489
600.5,0.0005356,3.16e-05,99.05567169,5.24e-06,-3.36e-06,98.11296082
601.0,0.000538834,3.77e-05,99.10873413,1.82e-05,1.79e-06,98.29176331
601.5,0.000550343,3.97e-05,99.08295441,7.47e-06,5.86e-06,98.05492401
602.0,0.000591937,3.52e-05,99.06824493,-2.63e-06,1.41e-05,97.66031647
602.5,0.000603025,2.03e-05,99.06575012,-4.51e-09,5.15e-06,97.42969513
603.0,0.000607195,1.91e-05,99.06472015,5.52e-06,2.96e-05,97.37162018
603.5,0.000631351,2.5e-05,99.04944611,-2.56e-05,1.79e-05,97.6630249
604.0,0.000640364,1.63e-05,99.11408234,-1.62e-05,7.18e-06,98.15769958
604.5,0.000682811,1.02e-05,99.10256958,-9.07e-06,1.15e-07,98.43102264
605.0,0.000717023,1.02e-05,99.12677002,-1.67e-05,-2.01e-06,98.36080933
605.5,0.000756633,1.76e-05,99.06018066,2.65e-06,6.11e-05,97.97447968
606.0,0.00083352,2.83e-05,99.02129364,1.38e-05,1.35e-05,97.54659271
606.5,0.000958162,1.95e-05,99.09298706,3.47e-06,1.13e-05,97.42919159
607.0,0.001154474,1.66e-05,99.10215759,9.45e-06,-4.46e-06,97.52198792
607.5,0.001452514,8.48e-06,99.11211395,1.56e-05,-5.7e-06,97.90499115
608.0,0.001857354,1e-05,99.07371521,-7.79e-06,7.13e-06,98.17558289
608.5,0.002440289,4.14e-06,99.12451935,-1.52e-05,2.77e-06,98.28504181
609.0,0.003047014,2.35e-05,99.04946136,-4.29e-06,-2.72e-06,98.10600281
609.5,0.003385584,3.5e-05,99.03206635,-7.56e-06,2.7e-05,97.74571991
610.0,0.003157288,4.67e-05,98.98863983,-6.41e-06,2.75e-06,97.58245087
610.5,0.002504388,5.99e-05,99.03527832,1.4e-05,2.6e-05,97.7095871
611.0,0.001834473,4.46e-05,99.02671051,6.51e-06,6.07e-06,98.06398773
611.5,0.001341084,3.57e-05,99.13581085,1.51e-05,1.17e-05,98.2919693
612.0,0.000998611,3.11e-05,99.07196045,-1.35e-05,2.08e-05,98.33184814
612.5,0.00079476,3.63e-05,99.09893036,6.7e-06,3.02e-05,98.13259888
613.0,0.000675073,6.7e-05,99.10301208,-1.35e-05,-5.01e-06,97.8340683
613.5,0.000627515,0.00011186,99.02720642,-1.08e-05,8.54e-06,97.66914368
614.0,0.000583988,0.000181311,99.09307861,-5.4e-06,1.23e-05,97.78718567
614.5,0.000586828,0.000213207,99.08750153,-2.29e-05,1.21e-05,98.08888245
615.0,0.000628305,0.000233903,99.11933899,-3.17e-06,6.7e-05,98.52622223
615.5,0.000654836,0.00021299,99.16751099,5.22e-07,0.000138144,98.68187714
616.0,0.000765362,0.000159516,99.1259613,6.35e-06,0.000122156,98.54031372
616.5,0.000888836,0.000137441,99.08143616,1.9e-05,3.99e-05,98.06274414
617.0,0.001016929,0.000140238,99.07288361,1.29e-05,-2.58e-06,97.70977783
617.5,0.001233627,0.000106433,99.09368134,2.09e-05,-4.85e-06,97.43912506
618.0,0.001298071,0.000112382,99.01787567,2.45e-05,-1.16e-05,97.76287079
618.5,0.001351674,0.000118257,99.15932465,1.35e-05,-8.37e-06,98.20626831
619.0,0.001270983,6.52e-05,99.14774323,-8.55e-06,3.4e-05,98.71929169
619.5,0.001127484,6.98e-05,99.13570404,-7.18e-06,5.33e-06,98.89756775
620.0,0.000985902,6.5e-05,99.10401917,-1.44e-05,-4.01e-06,98.70162201
620.5,0.000785921,7.36e-05,99.10890198,-1.36e-05,2.25e-06,98.21716309
621.0,0.000673116,7.55e-05,99.11225128,-5.18e-06,2.98e-06,97.87458801
621.5,0.000588291,5.13e-05,99.08911896,-1.42e-06,-2.04e-06,97.7355423
622.0,0.00051038,7.61e-05,99.11164856,6.6e-06,2.7e-05,97.96820068
622.5,0.000478495,4.8e-05,99.05123901,-2e-06,2.27e-05,98.50066376
623.0,0.000431033,4.66e-05,99.1399765,1.26e-06,1.3e-05,98.84560394
623.5,0.000418026,1.94e-05,99.12019348,-8.68e-06,-7.04e-06,98.85040283
624.0,0.000407559,1.9e-05,99.13353729,-1.39e-05,9.99e-06,98.67153931
624.5,0.000373412,1.37e-05,99.12595367,1.23e-06,3.82e-06,98.34455109
625.0,0.000372739,3.29e-05,99.05438995,-1.37e-05,4.21e-06,98.12664032
625.5,0.000385595,2.88e-05,98.99698639,-7.23e-06,-2.78e-06,98.09459686
626.0,0.000394882,4.67e-05,99.04689026,-1.01e-06,1.43e-05,98.46992493
626.5,0.000484969,7.08e-05,99.06147003,1.08e-05,2.7e-05,98.69998932
627.0,0.000642291,5.29e-05,99.14855194,1.44e-05,7.99e-06,98.7755661
627.5,0.000825828,5.75e-05,99.14331818,8.74e-06,3.77e-06,98.58522034
628.0,0.001116624,5.05e-05,99.16439056,8.44e-06,-1.01e-05,98.23924255
628.5,0.001458192,2.36e-05,99.11326599,2e-06,1.26e-05,97.96857452
629.0,0.001585186,2.05e-05,99.14598083,-1.6e-05,-2.06e-06,97.7936554
629.5,0.001426093,3.75e-05,99.09157562,-1.42e-05,-1.23e-05,97.96763611
630.0,0.001112854,4.17e-05,99.06407928,-1.61e-05,2.63e-06,98.36093903
630.5,0.000726679,4.04e-05,99.12163544,-1.5e-05,1.31e-05,98.7226944
631.0,0.000509674,5.26e-05,99.01966095,-2.27e-06,2.04e-05,98.65800476
631.5,0.000354164,4.51e-05,99.05847931,6.51e-06,7.18e-05,98.27585602
632.0,0.00027534,4.32e-05,98.98557281,6.74e-06,0.000158808,97.81330109
632.5,0.000244165,2.47e-05,98.99013519,1.45e-05,0.000111357,97.38756561
633.0,0.00023557,3.02e-05,99.02227783,2.96e-05,5.2e-05,97.28791809
633.5,0.000207557,8.34e-06,98.90705109,2.24e-05,-1.94e-06,97.54543304
634.0,0.000208238,-4.08e-06,99.01361847,5.95e-05,3.35e-06,98.14929199
634.5,0.000222684,-7.62e-06,98.93625641,8.17e-05,1.02e-06,98.60974121
635.0,0.000239199,-2.83e-06,99.03139496,8.94e-05,1.02e-05,98.7089386
635.5,0.000285635,2.57e-06,99.05699158,6.45e-05,8.28e-06,98.41617584
636.0,0.000382476,1.06e-05,98.9812851,4.07e-05,3.16e-05,97.93202209
636.5,0.000573926,1.84e-05,99.02072906,2.94e-05,3.26e-06,97.41584778
637.0,0.000909368,1.77e-05,98.99168396,1.09e-05,-9.04e-07,97.31060791
637.5,0.001393233,2.23e-05,98.97689819,2.23e-05,9.94e-06,97.51234436
638.0,0.001676447,2.48e-05,99.06204987,3.27e-05,-7.53e-06,98.01010895
638.5,0.0015088,2.78e-06,98.99890137,1.17e-05,1.1e-05,98.5718689
639.0,0.00100014,1.47e-05,99.06415558,-2.43e-06,-7.77e-06,98.73305511
639.5,0.000609695,1.17e-07,99.11051941,1.88e-06,1.08e-05,98.55692291
640.0,0.000382795,-1.74e-06,99.06408691,-1.13e-05,-1.76e-06,98.10707092
640.5,0.000257435,5.73e-06,98.99726868,1.53e-05,-2e-07,97.68754578
641.0,0.000207997,2.59e-05,99.01103973,1.62e-05,2.04e-05,97.51844788
641.5,0.000129363,3.21e-05,98.98836517,4.42e-05,1.64e-06,97.73114014
642.0,0.000128491,3.97e-05,99.05054474,8.1e-05,7.19e-06,98.15660858
642.5,0.000130415,4.71e-05,99.00015259,0.000113327,2.25e-05,98.61042786
643.0,0.0001173,4.78e-05,98.96714783,0.000163282,4.97e-06,98.79057312
643.5,0.000115124,3.25e-05,98.97533417,0.000203672,6.02e-06,98.61639404
644.0,0.000118065,3.61e-05,98.93126678,0.000330156,3.4e-06,98.13014984
644.5,0.000100941,2.8e-05,98.89318085,0.00048718,-1.98e-06,97.65745544
645.0,0.00010039,2.01e-05,98.92588806,0.000586216,2.28e-05,97.49659729
645.5,9.57e-05,2.71e-05,98.97514343,0.000518249,1.18e-05,97.64816284
646.0,9.71e-05,4.67e-05,98.97979736,0.000308043,-5.14e-06,98.14988708
646.5,0.000122099,3.47e-05,98.99243164,0.000163025,1.95e-05,98.61039734
647.0,0.00010853,6.07e-05,99.04285431,0.000111876,1.42e-05,98.91087341
647.5,0.00010146,5.8e-05,99.01189423,8.03e-05,-3e-06,98.84886932
648.0,0.000129063,4.89e-05,98.85098267,9.17e-05,7.19e-06,98.5355072
648.5,0.000163135,3.35e-05,98.74404907,7.62e-05,1.2e-05,98.03475952
649.0,0.000144213,2.56e-05,98.73642731,8.08e-05,7.07e-06,97.79885864
649.5,0.000158605,2.04e-05,98.69680023,6.69e-05,3.22e-05,97.79050446
650.0,0.000160884,2.06e-05,98.70305634,7.63e-05,1.68e-05,98.15692902
650.5,0.00017178,6.56e-06,98.748703,7.04e-05,8.01e-05,98.62724304
651.0,0.000218893,1.32e-05,98.83693695,7.36e-05,0.000160369,98.93547058
651.5,0.000257941,1.74e-05,98.9725647,6.96e-05,0.000108735,98.97694397
652.0,0.000317655,2.49e-05,98.90415955,6.57e-05,3.66e-05,98.71702576
652.5,0.000404528,2.1e-05,98.96047974,6.54e-05,1.82e-05,98.30269623
653.0,0.000515136,2.84e-05,98.87306976,0.000101566,-1.24e-06,98.05010986
653.5,0.000542917,1.49e-05,98.87239075,0.000117586,3.33e-06,98.0293808
